timestamp,range_0,range_4,range_8,range_12,range_16,range_20,range_24,range_28,range_32,range_36,range_40,range_44,range_48,range_52,range_56,range_60,range_64,range_68,range_72,range_76,range_80,range_84,range_88,range_92,range_96,range_100,range_104,range_108,range_112,range_116,range_120,range_124,range_128,range_132,range_136,range_140,range_144,range_148,range_152,range_156,range_160,range_164,range_168,range_172,range_176,range_180,range_184,range_188,range_192,range_196,range_200,range_204,range_208,range_212,range_216,range_220,range_224,range_228,range_232,range_236,range_240,range_244,range_248,range_252,range_256,range_260,range_264,range_268,range_272,range_276,range_280,range_284,range_288,range_292,range_296,range_300,range_304,range_308,range_312,range_316,range_320,range_324,range_328,range_332,range_336,range_340,range_344,range_348,range_352,range_356,odom_x,odom_y,odom_theta,v,w,gt_x,gt_y,gt_theta
47.720,0.901817,0.906255,0.906377,0.746885,0.520204,0.408895,0.342859,0.292532,0.246177,0.223376,0.195903,0.174830,0.172482,0.157595,0.143600,0.147970,0.140879,0.131713,0.134444,0.126352,0.125868,0.123888,0.125484,0.122946,0.125075,0.126994,0.123501,0.129434,0.123395,0.132530,inf,inf,inf,inf,0.171823,0.180928,0.198520,0.218374,0.247827,0.284028,0.333604,0.394088,0.497173,0.604193,0.596187,0.591341,0.596206,0.594713,0.607995,0.606290,0.623942,0.641129,0.661886,0.680299,0.718784,0.744121,0.786811,0.845455,0.917512,0.994695,1.081271,1.285275,1.396389,1.471673,1.433577,1.409346,1.392014,1.383724,1.375397,1.380867,1.391359,1.402542,1.431054,1.453551,1.499126,1.560307,1.611289,1.551395,1.411938,1.318561,1.220724,1.155640,1.095817,1.054148,1.017832,0.980718,0.958438,0.936665,0.920052,0.908348,-0.006304,-0.347884,-2.743267,0.150000,0.000000,-0.185557,-0.628243,-3.090355
47.740,0.910453,0.918988,0.902809,0.743503,0.531106,0.428574,0.336632,0.290427,0.244737,0.229255,0.200791,0.182885,0.167678,0.161253,0.154805,0.147837,0.132400,0.132875,0.131166,0.128228,0.133390,0.132307,0.124398,inf,0.125103,0.129666,0.129840,0.121930,0.129439,0.135584,inf,inf,inf,inf,0.176304,0.182730,0.199420,0.221407,0.233423,0.282993,0.322695,0.394076,0.497671,0.605559,0.593817,0.594261,0.602951,0.585123,0.603830,0.612347,0.621359,0.637883,0.656821,0.675725,0.716918,0.744716,0.791097,0.837430,0.916760,1.001994,1.105719,1.270572,1.390756,1.468727,1.435775,1.418060,1.400749,1.381839,1.369173,1.380207,1.393577,1.409490,1.423871,1.459926,1.503308,1.545653,1.616234,1.546431,1.428530,1.323994,1.226867,1.160498,1.103133,1.044395,1.020492,0.981652,0.962116,0.940875,0.927065,0.912010,-0.009074,-0.349048,-2.744562,0.150000,0.000000,-0.188553,-0.628397,-3.090355
47.760,0.917833,0.920057,0.911201,0.735331,0.533507,0.427215,0.347701,0.287165,0.252539,0.221475,0.202684,0.186554,0.162577,0.160070,0.154990,0.144409,0.138063,0.139740,0.137423,0.129627,0.125188,0.124316,inf,inf,inf,0.120984,0.126403,0.129388,0.132374,0.141254,inf,inf,inf,inf,0.168503,0.180671,0.199174,0.232922,0.235895,0.272166,0.330604,0.380514,0.501327,0.601603,0.594533,0.595649,0.598028,0.587727,0.591386,0.612353,0.615660,0.640375,0.654687,0.685302,0.709146,0.743853,0.790987,0.827827,0.906346,0.995976,1.068459,1.238572,1.424626,1.475624,1.437030,1.410169,1.392010,1.377869,1.368126,1.373662,1.385971,1.406365,1.431647,1.463185,1.508406,1.546026,1.615052,1.556815,1.426277,1.320747,1.232216,1.164431,1.120108,1.050876,1.013298,0.992275,0.953645,0.949650,0.930167,0.919037,-0.011845,-0.350212,-2.743267,0.150000,0.000000,-0.191549,-0.628551,-3.090355
47.780,0.916099,0.907915,0.918040,0.729136,0.517520,0.433902,0.333713,0.297612,0.238717,0.219409,0.209396,0.170197,0.178282,0.169825,0.148081,0.141226,0.140918,0.136288,0.131754,0.132565,0.126363,0.126495,0.124960,0.128292,0.124228,0.120917,0.122974,0.125108,0.129989,inf,inf,inf,inf,inf,0.171572,0.186411,0.188863,0.235147,0.237853,0.278576,0.332320,0.389701,0.470014,0.593321,0.592482,0.587919,0.579813,0.588312,0.585948,0.596216,0.618402,0.629355,0.658081,0.663434,0.704852,0.746207,0.770850,0.842312,0.911720,0.984701,1.061391,1.235703,1.380373,1.469984,1.440287,1.411658,1.395554,1.383430,1.382613,1.380549,1.385446,1.402955,1.427685,1.460995,1.496768,1.559603,1.616547,1.552443,1.419397,1.328374,1.239065,1.158085,1.126239,1.056058,1.023439,0.988672,0.965027,0.937259,0.927246,0.922737,-0.014615,-0.351375,-2.744562,0.150000,0.000000,-0.194545,-0.628704,-3.090355
47.800,0.919638,0.917348,0.917672,0.729940,0.527456,0.410220,0.331559,0.291741,0.239905,0.221066,0.205544,0.181142,0.168777,0.155053,0.156106,0.145096,0.136118,0.136851,0.122346,0.127156,0.125527,0.126713,0.123244,inf,0.120108,inf,0.122434,0.122744,0.132452,inf,inf,inf,inf,inf,0.170999,0.179301,0.202355,0.216674,0.248791,0.267845,0.322039,0.383562,0.497524,0.591603,0.587421,0.585470,0.583342,0.582169,0.584662,0.601439,0.609969,0.623799,0.649355,0.662669,0.698779,0.738831,0.778031,0.828235,0.896274,0.987897,1.086797,1.253581,1.374221,1.461202,1.435201,1.411138,1.396085,1.381607,1.373766,1.376324,1.382703,1.402887,1.425094,1.463582,1.509905,1.548161,1.615160,1.555571,1.432352,1.332363,1.236604,1.175597,1.111672,1.070318,1.016371,0.993031,0.964499,0.952109,0.931387,0.923703,-0.017386,-0.352539,-2.743267,0.150000,0.000000,-0.197541,-0.628858,-3.090355
47.820,0.922126,0.920860,0.930951,0.729766,0.521570,0.430160,0.347755,0.275382,0.229068,0.227593,0.209588,0.193514,0.165217,0.156253,0.148634,0.150120,0.141151,0.136131,0.146741,0.132457,0.125907,inf,0.126609,0.121130,0.131110,0.122602,0.130745,0.126699,0.132263,inf,inf,inf,inf,inf,0.169111,0.171394,0.194146,0.203782,0.246823,0.270697,0.329301,0.383626,0.474868,0.588936,0.584536,0.581664,0.580579,0.589432,0.582419,0.595546,0.609473,0.633011,0.634193,0.647525,0.705946,0.739351,0.786633,0.821846,0.893538,0.975380,1.086347,1.218791,1.402484,1.485813,1.440821,1.410958,1.388557,1.386393,1.376067,1.388288,1.387752,1.411647,1.429915,1.463776,1.508492,1.557816,1.617470,1.568448,1.442369,1.331900,1.236485,1.171468,1.101252,1.072718,1.022945,0.994106,0.967781,0.952345,0.935079,0.926847,-0.020156,-0.353703,-2.744562,0.150000,0.000000,-0.200537,-0.629012,-3.090355
47.840,0.930280,0.925067,0.920398,0.739302,0.525125,0.424139,0.335284,0.287300,0.243801,0.210755,0.200630,0.181616,0.169833,0.158098,0.152760,0.143920,0.131896,0.137937,0.138998,0.133560,0.123416,0.124149,0.126644,0.120150,0.122928,0.124956,0.122162,inf,inf,inf,inf,inf,inf,inf,0.169262,0.183542,0.192366,0.216971,0.240337,0.272112,0.327630,0.387549,0.471308,0.588196,0.582341,0.583821,0.579083,0.572611,0.587440,0.594308,0.605792,0.622306,0.638901,0.659130,0.681832,0.726865,0.770956,0.818680,0.891406,0.972111,1.049947,1.238349,1.361426,1.478198,1.442710,1.408782,1.394143,1.385625,1.374356,1.380569,1.391091,1.403338,1.415008,1.460237,1.505461,1.558417,1.618860,1.581240,1.444765,1.337229,1.252916,1.173871,1.116578,1.070434,1.028021,0.995809,0.973467,0.953022,0.940166,0.930986,-0.022927,-0.354867,-2.743267,0.150000,0.000000,-0.203533,-0.629165,-3.090355
47.860,0.921925,0.925241,0.926424,0.725111,0.519142,0.397946,0.334904,0.286642,0.246112,0.222512,0.208242,0.179792,0.174671,0.153691,0.154671,0.145903,0.138883,0.133449,0.139333,0.134093,0.125005,inf,0.122032,0.130528,inf,0.120939,0.127349,0.126495,inf,inf,inf,inf,inf,inf,0.166143,0.195626,0.192494,0.214685,0.236367,0.270893,0.319326,0.381352,0.474521,0.583450,0.575052,0.569779,0.573266,0.572615,0.576052,0.588730,0.594995,0.619368,0.636360,0.658316,0.694683,0.731647,0.765363,0.819333,0.879019,0.969977,1.068484,1.204274,1.387002,1.478858,1.443098,1.410685,1.387521,1.382432,1.384987,1.376808,1.386707,1.408586,1.429864,1.462568,1.510484,1.554070,1.613475,1.590968,1.455097,1.344556,1.269287,1.177950,1.118194,1.070235,1.030481,0.991290,0.973186,0.957387,0.941625,0.929546,-0.025697,-0.356030,-2.744562,0.150000,0.000000,-0.206529,-0.629319,-3.090355
47.880,0.929837,0.928912,0.933384,0.735503,0.523104,0.403639,0.340556,0.286536,0.251947,0.216977,0.203224,0.187958,0.168022,0.158286,0.155582,0.145299,0.147413,0.136469,0.137575,0.126787,0.122959,inf,0.121801,inf,0.121752,inf,inf,0.124547,inf,inf,inf,inf,inf,inf,0.172741,0.185437,0.202182,0.222738,0.240085,0.270028,0.319631,0.378545,0.493384,0.580799,0.570758,0.571379,0.570699,0.573813,0.580099,0.589905,0.597621,0.616449,0.632203,0.665154,0.685816,0.722401,0.769752,0.808662,0.881411,0.966336,1.030429,1.207603,1.342522,1.477425,1.436111,1.409334,1.389645,1.381614,1.364878,1.380006,1.381449,1.399421,1.428717,1.466248,1.501636,1.549437,1.634453,1.597582,1.447207,1.351875,1.263394,1.191883,1.131843,1.077752,1.033352,1.005216,0.974074,0.963435,0.945239,0.931400,-0.028373,-0.357152,-2.744562,0.150000,0.000000,-0.209526,-0.629472,-3.090355
47.900,0.922989,0.928978,0.936680,0.733422,0.531173,0.432350,0.344504,0.290765,0.241306,0.212799,0.201611,0.179343,0.171178,0.163421,0.152635,0.145473,0.127929,0.129663,0.132490,0.129824,0.123533,0.130971,inf,0.130964,0.126546,0.127391,0.125817,0.135711,inf,inf,inf,inf,inf,inf,0.166321,0.187555,0.193596,0.220305,0.246089,0.274934,0.313686,0.378714,0.471240,0.575814,0.565821,0.558535,0.564717,0.571094,0.576651,0.593077,0.601243,0.617616,0.635026,0.650990,0.673921,0.718086,0.757362,0.809578,0.878833,0.959908,1.033741,1.215778,1.332525,1.472672,1.439661,1.410719,1.401897,1.376994,1.387131,1.384403,1.393781,1.407684,1.440213,1.459524,1.507136,1.543636,1.613314,1.587550,1.443618,1.354398,1.265942,1.187329,1.131636,1.086790,1.041956,0.991995,0.977831,0.964048,0.946350,0.932570,-0.031143,-0.358316,-2.743267,0.000000,-1.000000,-0.212522,-0.629626,-3.090355
47.920,0.932647,0.932469,0.935938,0.686061,0.492804,0.415621,0.323778,0.273567,0.240178,0.216526,0.199498,0.183985,0.165520,0.162199,0.151191,0.141669,0.140601,0.127768,0.132397,0.122638,0.128145,0.124925,0.125849,inf,0.120443,0.122465,0.136980,0.124849,inf,inf,inf,inf,inf,inf,0.165006,0.185390,0.194488,0.216744,0.238560,0.274026,0.337316,0.393749,0.481556,0.580502,0.574000,0.566303,0.566303,0.568583,0.575029,0.579968,0.600490,0.611673,0.629139,0.656657,0.685027,0.722956,0.770257,0.814988,0.888891,0.969208,1.048114,1.217734,1.361456,1.468178,1.428966,1.412181,1.394264,1.386268,1.373080,1.380453,1.392003,1.422267,1.433656,1.463257,1.507144,1.567115,1.629855,1.566720,1.442822,1.342013,1.251877,1.177633,1.118627,1.070946,1.031686,1.007574,0.979303,0.954984,0.952357,0.942067,-0.031143,-0.358316,-2.763991,0.000000,-1.000000,-0.213386,-0.629591,-3.100681
47.940,0.933859,0.928467,0.881832,0.612077,0.454849,0.384757,0.299734,0.256548,0.229105,0.203042,0.192156,0.178464,0.166524,0.153465,0.141225,0.144547,0.142987,0.131787,0.128301,0.125340,0.124722,0.129150,0.123380,inf,inf,0.125247,0.128149,0.131731,0.125398,inf,inf,inf,inf,inf,0.164901,0.186773,0.199050,0.216472,0.254981,0.291322,0.349135,0.418868,0.550296,0.578016,0.568243,0.567306,0.561458,0.566494,0.573627,0.583576,0.600059,0.610703,0.630363,0.660030,0.688067,0.732595,0.783579,0.836842,0.904733,0.992461,1.077210,1.267822,1.429680,1.456280,1.425970,1.404861,1.396112,1.383118,1.375499,1.372937,1.399577,1.420713,1.449459,1.475449,1.528550,1.582897,1.647299,1.530787,1.404454,1.307549,1.228677,1.160457,1.101452,1.067975,1.028812,1.001827,0.974378,0.956002,0.948807,0.936004,-0.031240,-0.358353,-2.783420,0.000000,-1.000000,-0.213560,-0.629583,-3.120678
47.960,0.937103,0.935194,0.834863,0.557400,0.422669,0.362025,0.286757,0.254108,0.222255,0.204187,0.178917,0.170538,0.150879,0.142382,0.145960,0.141743,0.136366,0.126327,0.126882,0.126364,inf,inf,inf,inf,0.122044,0.121844,0.134687,0.128918,0.122994,0.140740,0.142920,0.138530,0.152661,0.162737,0.181972,0.178727,0.205510,0.227660,0.250939,0.297124,0.357925,0.440471,0.574838,0.571294,0.566713,0.570649,0.567675,0.580618,0.575088,0.584638,0.605154,0.615955,0.642444,0.672247,0.708644,0.736183,0.793451,0.838690,0.922751,1.026711,1.148503,1.314542,1.481350,1.448173,1.422052,1.389947,1.383237,1.379538,1.376207,1.388758,1.401585,1.434106,1.455256,1.484053,1.545504,1.601582,1.641123,1.503441,1.382618,1.297530,1.199042,1.147521,1.092583,1.045758,1.015822,0.978194,0.966298,0.949034,0.941081,0.933949,-0.031240,-0.358353,-2.804144,0.000000,-1.000000,-0.213559,-0.629582,-3.138698
47.980,0.936249,0.938236,0.728752,0.511703,0.405201,0.332765,0.277706,0.250906,0.209369,0.196817,0.185639,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.121599,0.122528,0.132910,0.143008,0.135009,0.145829,0.151858,0.161470,0.175651,0.190012,0.216069,0.235099,0.274177,0.303959,0.391393,0.469267,0.581540,0.569501,0.568205,0.569651,0.570133,0.571490,0.576103,0.595616,0.606475,0.623987,0.653538,0.671705,0.712366,0.758475,0.806544,0.865962,0.948077,1.057928,1.182781,1.398528,1.476449,1.431720,1.413513,1.395374,1.386795,1.380180,1.379591,1.389109,1.400952,1.428378,1.458161,1.505540,1.561851,1.610727,1.577100,1.452877,1.351631,1.269544,1.189482,1.139044,1.084309,1.050549,1.003278,0.985680,0.962176,0.954344,0.938371,0.934991,-0.031142,-0.358320,-2.823572,0.000000,-1.000000,-0.213556,-0.629581,3.126499
48.000,0.930356,0.938291,0.652339,0.479606,0.388574,0.319673,0.266545,0.237517,0.212539,0.199728,0.176233,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.128547,0.126380,0.125711,0.136707,0.131517,0.137938,0.140749,0.158738,0.181025,0.172856,0.190953,0.210137,0.239798,0.273360,0.330733,0.413223,0.501789,0.582319,0.567173,0.568634,0.563463,0.569433,0.569732,0.585161,0.606196,0.615642,0.630670,0.656446,0.688139,0.734219,0.766636,0.819563,0.891828,0.980823,1.070202,1.192148,1.448513,1.462267,1.428905,1.406718,1.395803,1.385808,1.385440,1.384226,1.403534,1.419813,1.441200,1.470850,1.521512,1.565169,1.631780,1.564519,1.439626,1.332504,1.241961,1.170382,1.114717,1.068232,1.032289,1.010076,0.982265,0.957855,0.953890,0.935145,0.934937,-0.031142,-0.358320,-2.844296,0.150000,0.000000,-0.213553,-0.629580,3.108509
48.020,0.939360,0.925252,0.617717,0.451914,0.365218,0.316271,0.260149,0.236319,0.192892,0.180822,0.187042,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.130251,0.124167,0.131697,0.138076,0.149079,0.162334,0.171040,0.168604,0.185032,0.198887,0.224821,0.251650,0.281239,0.337863,0.412690,0.522396,0.572117,0.570632,0.557508,0.568570,0.577980,0.567867,0.589419,0.594989,0.613939,0.630268,0.659806,0.675882,0.717531,0.782867,0.831318,0.899946,0.973423,1.090064,1.241664,1.449828,1.461601,1.429489,1.402385,1.389322,1.382399,1.379088,1.376207,1.404097,1.412968,1.449125,1.475044,1.523113,1.579784,1.652449,1.533448,1.427270,1.323811,1.243658,1.170016,1.122037,1.072844,1.033109,1.008146,0.969892,0.958656,0.947091,0.942379,0.927872,-0.034114,-0.359231,-2.844296,0.000000,0.000000,-0.215700,-0.629501,3.098912
48.040,0.937931,0.921461,0.586806,0.448283,0.369349,0.306450,0.265398,0.233819,0.209404,0.182775,0.173670,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.129510,0.126571,0.126353,0.121304,0.141041,0.138744,0.148183,0.165080,0.157648,0.174518,0.200309,0.211057,0.253137,0.269800,0.329608,0.416736,0.517109,0.572566,0.564129,0.568234,0.566779,0.577421,0.580549,0.586393,0.599308,0.608002,0.632552,0.657382,0.693517,0.723560,0.770199,0.837257,0.902593,0.988959,1.097108,1.206297,1.456764,1.466121,1.432998,1.409501,1.397041,1.385696,1.372919,1.392617,1.402921,1.424045,1.445733,1.476781,1.512771,1.583540,1.642192,1.554368,1.418689,1.312936,1.235467,1.171552,1.108339,1.077654,1.021963,0.999896,0.972533,0.952947,0.947732,0.935997,0.938690,-0.034114,-0.359231,-2.844296,0.150000,0.000000,-0.215712,-0.629498,3.098826
48.060,0.929040,0.911649,0.618777,0.452008,0.363027,0.312218,0.262294,0.228754,0.212464,0.188681,0.171454,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.130545,0.135958,0.129969,0.140825,0.135404,0.154229,0.142869,0.176902,0.174569,0.199631,0.220245,0.239285,0.280263,0.335379,0.410914,0.526227,0.573977,0.566432,0.566446,0.552934,0.568950,0.566155,0.587272,0.589942,0.614167,0.629835,0.650796,0.694577,0.726283,0.764628,0.836760,0.889348,0.981279,1.094506,1.199776,1.446732,1.455809,1.430999,1.405974,1.396299,1.382364,1.376817,1.382760,1.396699,1.413636,1.449460,1.486623,1.521564,1.582333,1.638575,1.529050,1.415338,1.320438,1.238411,1.173577,1.119972,1.062976,1.033870,1.007842,0.985369,0.964411,0.953867,0.943222,0.941568,-0.036888,-0.360081,-2.844296,0.150000,0.000000,-0.218245,-0.629368,3.098808
48.080,0.936925,0.913530,0.589378,0.464735,0.371799,0.318716,0.260940,0.230754,0.206033,0.183718,0.166935,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.122284,0.123347,0.125663,0.130914,0.145538,0.141420,0.146921,0.157980,0.162831,0.180820,0.199721,0.217440,0.245208,0.277854,0.342123,0.409120,0.522308,0.563174,0.557496,0.564315,0.555150,0.565736,0.576589,0.583002,0.594306,0.605955,0.624872,0.650505,0.680057,0.713054,0.755862,0.829982,0.883006,0.985572,1.082673,1.231327,1.444114,1.461477,1.426826,1.409393,1.387994,1.385966,1.383650,1.388471,1.394761,1.416304,1.441728,1.476046,1.522219,1.586747,1.644579,1.560562,1.432684,1.322020,1.246201,1.178203,1.120486,1.072044,1.035289,1.017459,0.986296,0.962859,0.949248,0.940054,0.945375,-0.039761,-0.360963,-2.843001,0.150000,0.000000,-0.221244,-0.629238,3.098810
48.100,0.949036,0.912728,0.628753,0.455110,0.367829,0.299326,0.253959,0.235079,0.208563,0.188564,0.171642,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.121140,0.122876,0.136033,0.126418,0.131815,0.142320,0.144749,0.145921,0.159403,0.169750,0.182757,0.193518,0.221067,0.249290,0.280508,0.334478,0.411563,0.537915,0.562415,0.553642,0.554686,0.561209,0.560471,0.568549,0.568069,0.587496,0.596726,0.611852,0.651266,0.681726,0.714038,0.756245,0.816581,0.895360,0.962519,1.078848,1.185109,1.428028,1.457793,1.435543,1.414951,1.387993,1.386865,1.379498,1.384839,1.398382,1.416628,1.454143,1.476520,1.522832,1.583955,1.647296,1.567332,1.425052,1.321279,1.254152,1.174539,1.127540,1.078748,1.041676,1.012653,0.990306,0.977239,0.954610,0.942216,0.942064,-0.042633,-0.361845,-2.844296,0.150000,0.000000,-0.224243,-0.629108,3.098812
48.120,0.960074,0.926508,0.627796,0.448146,0.369665,0.324730,0.277223,0.234372,0.209911,0.170747,0.177735,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.124743,inf,0.125497,inf,0.127859,0.138065,0.134924,0.137499,0.150502,0.162693,0.163446,0.181629,0.198546,0.214020,0.245575,0.287925,0.326878,0.424128,0.518627,0.553658,0.558207,0.552448,0.565903,0.568595,0.563669,0.572579,0.586042,0.604684,0.629763,0.644735,0.680342,0.691885,0.757202,0.807620,0.880810,0.969261,1.076313,1.177520,1.463992,1.464514,1.432508,1.409063,1.390880,1.374229,1.374198,1.390046,1.393415,1.419649,1.434261,1.477194,1.528409,1.575531,1.639735,1.571043,1.439873,1.319069,1.256839,1.183144,1.123866,1.081403,1.050130,1.007902,0.991292,0.964203,0.951971,0.952845,0.945588,-0.045506,-0.362727,-2.843001,0.150000,0.000000,-0.227241,-0.628979,3.098814
48.140,0.953502,0.915776,0.626197,0.457528,0.363512,0.320845,0.275665,0.240047,0.196693,0.186444,0.171464,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.121233,inf,0.138207,0.131115,0.124119,0.143287,0.147575,0.148034,0.164919,0.175075,0.190708,0.221704,0.245415,0.283356,0.332880,0.408115,0.532761,0.563824,0.550900,0.553146,0.553581,0.556088,0.559107,0.563166,0.576306,0.605607,0.624532,0.645371,0.658964,0.707744,0.747430,0.808358,0.875062,0.958635,1.069783,1.210627,1.453565,1.460525,1.429831,1.405605,1.399610,1.379258,1.376716,1.381740,1.392208,1.415114,1.436517,1.487264,1.521553,1.565150,1.645208,1.576854,1.438165,1.338558,1.254084,1.180521,1.134975,1.082730,1.049856,1.016793,0.993396,0.976968,0.968249,0.951848,0.952318,-0.048378,-0.363609,-2.844296,0.150000,0.000000,-0.230240,-0.628850,3.098815
48.160,0.963293,0.917252,0.628816,0.453825,0.374848,0.305530,0.257548,0.230518,0.204777,0.189121,0.176283,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.121690,inf,0.131075,0.136430,0.131796,0.131206,0.154135,0.160882,0.181493,0.192210,0.206281,0.218690,0.247728,0.269934,0.325328,0.425578,0.519248,0.551345,0.552058,0.547037,0.557037,0.555539,0.557289,0.570921,0.582848,0.592089,0.606779,0.635388,0.663154,0.702099,0.747612,0.804989,0.870774,0.952995,1.060686,1.163719,1.440740,1.461942,1.429115,1.404815,1.392008,1.383196,1.378611,1.377703,1.378816,1.414839,1.435575,1.480338,1.526197,1.572532,1.632815,1.560048,1.455403,1.345131,1.272814,1.200915,1.135318,1.090523,1.039450,1.012072,0.996800,0.969732,0.961872,0.959055,0.952522,-0.051251,-0.364491,-2.843001,0.150000,0.000000,-0.233238,-0.628721,3.098817
48.180,0.967639,0.898401,0.632915,0.452252,0.376804,0.303204,0.265972,0.257301,0.211158,0.179012,0.173687,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.121284,0.128383,0.128505,0.131795,0.129584,0.150878,0.156171,0.160408,0.159777,0.187269,0.199640,0.221618,0.252345,0.277382,0.337796,0.423331,0.530134,0.551345,0.545949,0.545548,0.555657,0.544802,0.555345,0.565910,0.581252,0.586150,0.608430,0.655918,0.668260,0.690187,0.741039,0.802325,0.875812,0.943425,1.046610,1.158141,1.435652,1.462064,1.423381,1.404237,1.395532,1.379561,1.379063,1.375232,1.388134,1.414634,1.445403,1.477095,1.521385,1.569297,1.652220,1.565169,1.444785,1.342340,1.271662,1.197828,1.141460,1.098317,1.049921,1.027457,0.997250,0.979304,0.967969,0.958990,0.956760,-0.054124,-0.365373,-2.844296,0.150000,0.000000,-0.236236,-0.628592,3.098818
48.200,0.964051,0.915634,0.628350,0.462620,0.366247,0.307212,0.270960,0.228539,0.206747,0.187255,0.177585,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.124316,0.127039,0.122475,0.137100,0.120847,0.138184,0.143180,0.158698,0.150816,0.153185,0.164606,0.189133,0.200911,0.221457,0.254227,0.286549,0.327542,0.420006,0.537070,0.545849,0.546016,0.540450,0.545736,0.546430,0.549248,0.572641,0.568289,0.583979,0.609854,0.625876,0.659224,0.696327,0.739758,0.791398,0.854534,0.947732,1.056641,1.154503,1.390148,1.459665,1.426883,1.406017,1.385416,1.384925,1.376647,1.389498,1.402108,1.414891,1.453848,1.469068,1.527763,1.583322,1.659694,1.589237,1.440757,1.351567,1.277316,1.199733,1.144652,1.103377,1.061333,1.020048,0.998112,0.989459,0.968562,0.965093,0.957971,-0.056996,-0.366255,-2.843001,0.150000,0.000000,-0.239233,-0.628464,3.098818
48.220,0.966754,0.904612,0.594236,0.468333,0.373493,0.302465,0.264206,0.224708,0.205868,0.184063,0.182731,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.123194,0.127945,0.128699,0.130170,0.137271,0.137320,0.154588,0.162519,0.170898,0.186285,0.187643,0.223172,0.257556,0.287338,0.322758,0.410442,0.529378,0.546664,0.536036,0.537133,0.542417,0.534272,0.555479,0.557878,0.570869,0.578226,0.601476,0.618298,0.656775,0.684815,0.741492,0.799603,0.862589,0.932964,1.052685,1.183557,1.427293,1.460332,1.430091,1.409006,1.391717,1.383747,1.378557,1.379120,1.391152,1.415346,1.444423,1.476644,1.519464,1.577118,1.638005,1.573084,1.456703,1.349316,1.278264,1.190018,1.149864,1.109752,1.064642,1.018138,1.005270,0.984129,0.975462,0.960876,0.960362,-0.059869,-0.367138,-2.844296,0.150000,0.000000,-0.242231,-0.628335,3.098819
48.240,0.966259,0.906817,0.628043,0.463791,0.364606,0.336837,0.268744,0.230962,0.210219,0.191357,0.178723,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.122445,0.125444,inf,0.121693,0.124150,0.131691,0.124478,0.126959,0.133848,0.147221,0.157285,0.181384,0.167409,0.182157,0.204848,0.214557,0.249452,0.259379,0.326165,0.431451,0.531748,0.536541,0.540293,0.536523,0.535901,0.532933,0.541856,0.552967,0.559518,0.595130,0.600726,0.620789,0.654208,0.688039,0.733185,0.790947,0.848149,0.938605,1.041613,1.164887,1.369161,1.456519,1.436638,1.401051,1.393476,1.383258,1.384646,1.381041,1.396240,1.416704,1.448156,1.472146,1.515584,1.573400,1.647601,1.581508,1.478510,1.362472,1.280136,1.210772,1.144452,1.101701,1.040969,1.024382,1.013289,0.989583,0.971423,0.971161,0.965755,-0.062643,-0.367987,-2.844296,0.150000,0.000000,-0.245229,-0.628207,3.098820
48.260,0.965168,0.919486,0.594012,0.462778,0.370370,0.324005,0.273044,0.233613,0.211369,0.181026,0.172614,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.123740,0.123919,inf,0.135518,0.140080,0.123084,0.127164,0.132211,0.129278,0.140615,0.161649,0.157263,0.174237,0.184040,0.202813,0.223673,0.251800,0.284776,0.336712,0.431265,0.527023,0.535087,0.525277,0.531236,0.529117,0.542214,0.547833,0.546741,0.561409,0.578689,0.602159,0.619697,0.652391,0.674837,0.722452,0.777767,0.848622,0.927299,1.031185,1.179232,1.400792,1.463096,1.421230,1.407636,1.389605,1.384297,1.382862,1.383247,1.410663,1.432373,1.439028,1.475043,1.520552,1.568537,1.640984,1.583811,1.472716,1.358075,1.285806,1.213651,1.157057,1.108363,1.068094,1.037793,1.014831,0.987251,0.975853,0.962192,0.966471,-0.065615,-0.368898,-2.844296,0.150000,0.000000,-0.248226,-0.628079,3.098820
