timestamp,range_0,range_8,range_16,range_24,range_32,range_40,range_48,range_56,range_64,range_72,range_80,range_88,range_96,range_104,range_112,range_120,range_128,range_136,range_144,range_152,range_160,range_168,range_176,range_184,range_192,range_200,range_208,range_216,range_224,range_232,range_240,range_248,range_256,range_264,range_272,range_280,range_288,range_296,range_304,range_312,range_320,range_328,range_336,range_344,range_352,odom_x,odom_y,odom_theta,v,w,gt_x,gt_y,gt_theta
35.400,0.990500,1.008444,1.061840,1.143512,1.260790,1.099057,0.978844,0.901818,0.855056,0.824921,0.802430,0.810271,0.833436,0.857924,0.920025,0.867874,0.734132,0.653589,0.602909,0.561054,0.540613,0.519575,0.519989,0.531654,0.553108,0.583541,0.633355,0.703638,0.839593,0.806629,0.753971,0.721139,0.700976,0.686113,0.705446,0.723284,0.769236,0.832224,0.916243,1.061718,1.160475,1.078471,1.026885,0.985115,0.972933,0.177133,0.250611,0.536306,0.150000,0.000000,0.258394,-0.058727,-0.112765
35.420,0.991036,1.010021,1.069582,1.147079,1.253246,1.103501,0.988564,0.911819,0.849692,0.828243,0.811323,0.807376,0.827779,0.866603,0.927023,0.858877,0.741607,0.651606,0.609866,0.558723,0.528065,0.517250,0.520572,0.532041,0.547475,0.578726,0.639545,0.707856,0.810266,0.810204,0.757131,0.718564,0.691893,0.691098,0.709632,0.728100,0.765934,0.820485,0.922019,1.061344,1.175416,1.083877,1.025663,0.999911,0.978789,0.179717,0.252144,0.535011,0.150000,0.000000,0.261376,-0.059065,-0.112762
35.440,0.992536,1.022352,1.072281,1.148771,1.260270,1.086346,0.978807,0.911352,0.844382,0.820495,0.803165,0.810188,0.810563,0.857700,0.918693,0.865281,0.725700,0.654545,0.595057,0.560103,0.518375,0.520944,0.520134,0.524469,0.542033,0.578279,0.621510,0.699382,0.834324,0.806169,0.753903,0.717917,0.700132,0.696117,0.710365,0.710945,0.765401,0.825100,0.929162,1.052663,1.174171,1.085560,1.024921,0.992746,0.974430,0.182301,0.253678,0.536306,0.150000,0.000000,0.264358,-0.059403,-0.112761
35.460,0.994283,1.012963,1.068289,1.155797,1.263114,1.112969,0.990111,0.906337,0.856942,0.822551,0.809061,0.811235,0.831307,0.864487,0.923548,0.854077,0.721439,0.645812,0.592623,0.545370,0.531401,0.516010,0.515268,0.527892,0.547038,0.575350,0.624714,0.699675,0.816936,0.813991,0.753136,0.714150,0.701775,0.691620,0.709751,0.721358,0.772050,0.827463,0.922421,1.069020,1.182986,1.090746,1.034307,0.995994,0.987301,0.184885,0.255212,0.535011,0.150000,0.000000,0.267340,-0.059741,-0.112759
35.480,1.003389,1.025301,1.076443,1.157511,1.265785,1.111554,0.988005,0.906442,0.862437,0.817903,0.808087,0.804165,0.826251,0.859846,0.926037,0.851938,0.721718,0.639003,0.580793,0.546990,0.529159,0.513435,0.514054,0.518889,0.545583,0.564776,0.623300,0.690270,0.798441,0.821291,0.747717,0.714532,0.692356,0.686508,0.700901,0.721247,0.769779,0.820143,0.913043,1.062781,1.177748,1.083945,1.036852,1.003807,0.989226,0.187381,0.256691,0.535011,0.150000,0.000000,0.270322,-0.060079,-0.112758
35.500,1.008745,1.019198,1.075720,1.161765,1.276418,1.109373,0.988269,0.910046,0.860188,0.821873,0.805810,0.807352,0.815832,0.869775,0.920641,0.836904,0.722624,0.635653,0.578675,0.550443,0.527031,0.509278,0.511094,0.512213,0.537396,0.560787,0.622910,0.698198,0.808950,0.812113,0.746405,0.717268,0.695478,0.688927,0.698421,0.724077,0.758339,0.829813,0.935854,1.050788,1.171834,1.098541,1.035122,0.999780,0.988918,0.190055,0.258276,0.535011,0.150000,0.000000,0.273303,-0.060417,-0.112757
35.520,1.000177,1.027370,1.082147,1.156158,1.277281,1.109219,0.978510,0.909761,0.850588,0.825637,0.805047,0.814494,0.832008,0.862404,0.922780,0.826140,0.710067,0.634324,0.573339,0.546468,0.523744,0.509897,0.510801,0.518359,0.536678,0.569194,0.606226,0.692264,0.798477,0.807201,0.752335,0.723046,0.701924,0.698416,0.705861,0.708281,0.760598,0.821864,0.925137,1.056354,1.192893,1.097418,1.046593,1.014977,0.996570,0.192551,0.259755,0.535011,0.150000,0.000000,0.276284,-0.060754,-0.112756
35.540,1.004856,1.021096,1.081440,1.164458,1.268142,1.110229,0.984193,0.900567,0.860320,0.827779,0.806839,0.809021,0.829275,0.863610,0.926506,0.834067,0.703107,0.634333,0.573155,0.534873,0.515441,0.500630,0.500448,0.502047,0.538485,0.559074,0.603650,0.680737,0.797126,0.801265,0.748571,0.717468,0.700784,0.689513,0.700367,0.724038,0.765457,0.820180,0.913347,1.052953,1.180301,1.106506,1.046780,1.008498,0.997300,0.195225,0.261340,0.535011,0.150000,0.000000,0.279266,-0.061092,-0.112756
35.560,1.017615,1.038221,1.083219,1.166658,1.266174,1.106114,0.983898,0.908677,0.854956,0.820965,0.808086,0.810144,0.837276,0.862952,0.923222,0.828247,0.696878,0.630117,0.570508,0.537876,0.511175,0.505054,0.502556,0.506889,0.520960,0.566147,0.602221,0.691953,0.790202,0.804965,0.752927,0.717601,0.695072,0.694547,0.699287,0.725524,0.767279,0.823597,0.911424,1.071077,1.183273,1.104982,1.046089,1.011491,1.003819,0.197721,0.262820,0.535011,0.150000,0.000000,0.282247,-0.061430,-0.112755
35.580,1.021782,1.042202,1.095647,1.169597,1.273550,1.106998,0.988898,0.908325,0.862728,0.824309,0.803898,0.803180,0.837025,0.868769,0.927622,0.826972,0.697861,0.621533,0.573008,0.521313,0.513497,0.503025,0.495681,0.498795,0.523655,0.555070,0.605241,0.685034,0.781155,0.806979,0.751437,0.714244,0.698410,0.691621,0.704088,0.727774,0.762029,0.822695,0.913928,1.054167,1.201129,1.105470,1.048614,1.008566,1.008011,0.200395,0.264405,0.535011,0.150000,0.000000,0.285228,-0.061767,-0.112755
35.600,1.021633,1.043626,1.099097,1.170658,1.266687,1.104934,1.005775,0.906179,0.846180,0.825866,0.813512,0.810962,0.833196,0.858336,0.927110,0.821006,0.696085,0.622039,0.554988,0.526201,0.517075,0.491344,0.492822,0.503949,0.523869,0.553627,0.598862,0.672435,0.784226,0.806207,0.746452,0.715664,0.694135,0.694451,0.684961,0.725798,0.762624,0.822234,0.903959,1.050867,1.199930,1.109293,1.049807,1.019229,1.016838,0.202891,0.265884,0.535011,0.150000,0.000000,0.288209,-0.062105,-0.112755
35.620,1.012824,1.046819,1.099209,1.182209,1.264518,1.119275,0.992058,0.910677,0.863499,0.822250,0.809153,0.809290,0.829090,0.866656,0.924740,0.808471,0.688290,0.604472,0.552420,0.516093,0.499254,0.493850,0.487263,0.493613,0.514835,0.548838,0.601250,0.665835,0.776861,0.799331,0.744276,0.706503,0.698861,0.690354,0.702481,0.725686,0.758991,0.830350,0.919416,1.056464,1.207355,1.122877,1.059894,1.017769,1.008774,0.205475,0.267418,0.536306,0.150000,0.000000,0.291190,-0.062442,-0.112755
35.640,1.022165,1.053826,1.096084,1.185581,1.274089,1.114568,0.990223,0.906915,0.853848,0.823789,0.811513,0.817379,0.828075,0.864025,0.924990,0.808453,0.679719,0.605566,0.555190,0.529474,0.506535,0.483613,0.485379,0.491840,0.515544,0.539894,0.592197,0.672362,0.779293,0.810939,0.752692,0.710390,0.701731,0.691806,0.700310,0.718515,0.760304,0.826424,0.919438,1.065244,1.218794,1.123176,1.056122,1.022048,1.017208,0.208059,0.268951,0.535011,0.000000,-1.000000,0.294171,-0.062780,-0.112754
35.660,1.016556,1.053446,1.119437,1.187153,1.255514,1.099915,0.969298,0.904576,0.852904,0.816249,0.803786,0.816354,0.825451,0.858167,0.929309,0.797225,0.673646,0.597096,0.558109,0.516840,0.507978,0.490373,0.485926,0.497128,0.513735,0.547652,0.596863,0.662343,0.804410,0.800675,0.743469,0.710605,0.700693,0.692650,0.702211,0.722679,0.761160,0.831178,0.923058,1.061546,1.204181,1.115745,1.049568,1.031223,1.006913,0.208059,0.268951,0.514287,0.000000,-1.000000,0.294966,-0.062847,-0.124009
35.680,1.030326,1.057798,1.111675,1.204926,1.237107,1.082708,0.965058,0.890916,0.852600,0.821456,0.806284,0.808385,0.829819,0.883223,0.934716,0.766873,0.662490,0.593753,0.556103,0.510128,0.493271,0.489601,0.489894,0.499668,0.517478,0.556147,0.606413,0.669717,0.807770,0.790664,0.744142,0.706840,0.698375,0.689683,0.697454,0.727942,0.772167,0.842648,0.930817,1.085510,1.178642,1.123767,1.051387,1.021302,1.023207,0.208059,0.268951,0.496153,0.000000,-1.000000,0.295138,-0.062869,-0.144007
35.700,1.045139,1.055324,1.125518,1.220702,1.191682,1.062036,0.949922,0.892194,0.837155,0.809043,0.807444,0.811113,0.847889,0.879979,0.913681,0.753734,0.647493,0.585609,0.533542,0.508751,0.499353,0.487671,0.485212,0.505587,0.523846,0.563376,0.608638,0.699661,0.830786,0.784463,0.729513,0.697153,0.691760,0.690528,0.710148,0.733401,0.774538,0.858465,0.956721,1.119586,1.180308,1.092665,1.047590,1.022580,1.017843,0.208059,0.268951,0.475429,0.000000,-1.000000,0.295138,-0.062869,-0.162030
35.720,1.027840,1.076794,1.138189,1.236309,1.187215,1.033392,0.948537,0.877980,0.845026,0.808927,0.807952,0.820418,0.836774,0.898488,0.885094,0.737563,0.641076,0.571986,0.532610,0.516704,0.491723,0.484699,0.488021,0.520158,0.515571,0.565722,0.622798,0.714895,0.838517,0.778017,0.731166,0.704742,0.694441,0.694154,0.696659,0.736518,0.784058,0.861787,0.975920,1.149569,1.153976,1.075879,1.042338,1.014627,1.017300,0.208059,0.268951,0.454705,0.000000,-1.000000,0.295134,-0.062870,-0.180018
35.740,1.038214,1.081043,1.147345,1.247879,1.164617,1.032583,0.929348,0.876811,0.830445,0.813025,0.803426,0.826379,0.852670,0.898792,0.863376,0.723060,0.629312,0.573122,0.530456,0.503295,0.490486,0.485308,0.490105,0.502162,0.526090,0.574741,0.627235,0.730181,0.833313,0.778956,0.728834,0.703767,0.696964,0.692145,0.714746,0.745111,0.798418,0.881011,0.992322,1.191386,1.152081,1.090174,1.035186,1.013518,1.010990,0.208153,0.268996,0.435277,0.000000,-1.000000,0.295130,-0.062870,-0.198022
35.760,1.042724,1.088347,1.159804,1.271825,1.132799,1.005243,0.912254,0.863290,0.827371,0.808699,0.807504,0.823606,0.848517,0.907310,0.854544,0.716188,0.624754,0.567166,0.519938,0.494379,0.490779,0.478117,0.489744,0.500661,0.530646,0.575708,0.639058,0.740178,0.826584,0.769723,0.727022,0.702365,0.690699,0.698205,0.720162,0.753216,0.807249,0.893762,1.010138,1.206254,1.131273,1.079388,1.044331,1.013020,1.017658,0.208059,0.268953,0.415848,0.150000,0.000000,0.295126,-0.062871,-0.216038
35.780,1.051312,1.093097,1.162628,1.278995,1.124096,1.018465,0.903243,0.857944,0.827760,0.798709,0.806429,0.822711,0.859594,0.904751,0.831356,0.709300,0.618939,0.559478,0.517639,0.496585,0.487248,0.485943,0.487622,0.502041,0.530955,0.577208,0.642281,0.734938,0.799969,0.756126,0.721610,0.700616,0.696612,0.699070,0.711267,0.758969,0.810240,0.898479,1.033931,1.215685,1.156422,1.076828,1.032623,1.012139,1.023866,0.210808,0.270165,0.414553,0.150000,0.000000,0.297469,-0.063413,-0.222826
35.800,1.048499,1.096481,1.165394,1.275805,1.120474,1.009605,0.923194,0.852131,0.825216,0.805057,0.808349,0.832100,0.858865,0.911561,0.827213,0.691529,0.618450,0.554522,0.516051,0.487370,0.484537,0.480091,0.485626,0.509091,0.530745,0.569719,0.633648,0.731668,0.804593,0.767762,0.718665,0.701067,0.691161,0.697148,0.719219,0.756514,0.812024,0.896062,1.022578,1.209511,1.146738,1.082614,1.033357,1.027464,1.025202,0.213558,0.271377,0.415848,0.150000,0.000000,0.300397,-0.064078,-0.222825
35.820,1.050567,1.101328,1.169795,1.284720,1.120763,1.022689,0.919783,0.861621,0.823258,0.812512,0.811276,0.828867,0.861181,0.907849,0.821461,0.694216,0.617325,0.554152,0.511294,0.491437,0.481165,0.475900,0.484324,0.502078,0.525474,0.570385,0.636539,0.728005,0.823862,0.761350,0.722212,0.693602,0.691289,0.691708,0.718659,0.748170,0.812447,0.898562,1.025939,1.216350,1.146436,1.076350,1.037282,1.022378,1.024783,0.216308,0.272590,0.414553,0.150000,0.000000,0.303325,-0.064743,-0.222823
35.840,1.052917,1.102465,1.180193,1.292817,1.124706,1.014143,0.919917,0.865222,0.829077,0.811328,0.803137,0.828720,0.858808,0.907399,0.816670,0.689269,0.598896,0.544436,0.514447,0.492071,0.481000,0.471523,0.477480,0.497478,0.527825,0.569976,0.629795,0.730976,0.802613,0.756248,0.721330,0.695779,0.689471,0.686692,0.719303,0.759200,0.809365,0.893557,1.023152,1.213994,1.159365,1.082064,1.051767,1.032754,1.035593,0.219057,0.273802,0.415848,0.150000,0.000000,0.306253,-0.065407,-0.222820
35.860,1.058632,1.106906,1.176833,1.288483,1.124867,1.008161,0.920108,0.859434,0.837374,0.806984,0.805746,0.821655,0.862444,0.906039,0.807698,0.677682,0.601725,0.555054,0.512811,0.496717,0.475624,0.466028,0.481555,0.506233,0.526755,0.562881,0.621940,0.715442,0.824385,0.760100,0.722422,0.698870,0.699127,0.694118,0.719907,0.752130,0.806640,0.879914,1.013559,1.215879,1.147300,1.088892,1.042120,1.037097,1.030557,0.221807,0.275014,0.414553,0.150000,0.000000,0.309180,-0.066071,-0.222817
35.880,1.061958,1.100626,1.188278,1.297024,1.127365,1.002605,0.930020,0.868417,0.827168,0.811346,0.816628,0.824091,0.867372,0.911841,0.793016,0.682604,0.590631,0.538183,0.507543,0.486406,0.477402,0.463265,0.472689,0.486413,0.528667,0.552436,0.623249,0.717372,0.808530,0.766421,0.722168,0.700198,0.685932,0.689805,0.719491,0.753680,0.803828,0.895747,1.017901,1.214299,1.146295,1.097849,1.051389,1.034955,1.036254,0.224557,0.276226,0.415848,0.150000,0.000000,0.312107,-0.066735,-0.222815
35.900,1.069967,1.114799,1.187156,1.302528,1.125080,1.005850,0.911116,0.862850,0.836786,0.809578,0.815232,0.825749,0.856239,0.911476,0.797039,0.677197,0.593932,0.536185,0.503604,0.483524,0.472277,0.462753,0.467788,0.485204,0.504323,0.554840,0.611970,0.718562,0.806907,0.757169,0.717584,0.690075,0.691271,0.696167,0.709277,0.753207,0.811316,0.891917,1.025678,1.205257,1.156396,1.093013,1.049044,1.033888,1.033352,0.227306,0.277438,0.414553,0.150000,0.000000,0.315034,-0.067399,-0.222813
35.920,1.064413,1.116008,1.191979,1.305283,1.134962,1.019980,0.927524,0.869893,0.833887,0.810982,0.811486,0.822971,0.853025,0.913913,0.798821,0.673871,0.589487,0.536084,0.493761,0.472268,0.458494,0.460655,0.466663,0.481144,0.508267,0.552741,0.614821,0.704167,0.805190,0.754732,0.714454,0.687062,0.689888,0.691710,0.740659,0.755118,0.803198,0.900829,1.029842,1.212159,1.165607,1.109907,1.059610,1.033549,1.038090,0.230056,0.278650,0.415848,0.150000,0.000000,0.317960,-0.068062,-0.222812
35.940,1.075770,1.123453,1.200283,1.310201,1.138771,1.027603,0.926465,0.865004,0.833870,0.805624,0.807079,0.830904,0.858640,0.910500,0.788410,0.674600,0.583370,0.541597,0.503131,0.475638,0.459026,0.459069,0.462663,0.490784,0.510705,0.551478,0.614950,0.703900,0.786221,0.756992,0.719711,0.698857,0.688111,0.688141,0.720945,0.745371,0.803553,0.898946,0.973286,1.194882,1.168862,1.101971,1.057346,1.030244,1.048921,0.232710,0.279822,0.415848,0.150000,0.000000,0.320887,-0.068725,-0.222810
35.960,1.074306,1.119677,1.188932,1.309576,1.131677,1.011551,0.918167,0.867052,0.834764,0.813557,0.808087,0.830423,0.869810,0.917489,0.784877,0.668916,0.579548,0.537260,0.501616,0.467442,0.454842,0.462451,0.457716,0.470938,0.506547,0.543806,0.600645,0.699560,0.814833,0.746604,0.706896,0.693351,0.679718,0.697483,0.713095,0.749378,0.795936,0.895052,1.012682,1.214061,1.173388,1.112659,1.068154,1.038325,1.043807,0.235554,0.281078,0.415848,0.150000,0.000000,0.323813,-0.069388,-0.222809
35.980,1.076883,1.120726,1.201800,1.314443,1.146846,1.021704,0.931542,0.876046,0.839192,0.823239,0.815755,0.831857,0.864228,0.915562,0.786404,0.659239,0.579908,0.528933,0.484474,0.474061,0.464642,0.453963,0.455173,0.474934,0.506247,0.541691,0.601564,0.681728,0.802368,0.761028,0.713930,0.688425,0.684917,0.685893,0.717172,0.745951,0.802511,0.889260,1.016772,1.208677,1.169861,1.105447,1.069991,1.050881,1.047553,0.238208,0.282250,0.415848,0.150000,0.000000,0.326740,-0.070051,-0.222809
36.000,1.084733,1.127193,1.204610,1.320999,1.143350,1.022766,0.931083,0.871303,0.843605,0.812808,0.815604,0.824453,0.860772,0.912294,0.776193,0.662253,0.579061,0.523702,0.485449,0.465941,0.459344,0.451245,0.458659,0.470726,0.504012,0.530878,0.599791,0.684708,0.790889,0.767385,0.709598,0.689855,0.679341,0.683425,0.710092,0.743110,0.806696,0.881337,1.008493,1.211997,1.172964,1.099909,1.070021,1.052475,1.053340,0.240957,0.283462,0.414553,0.150000,0.000000,0.329666,-0.070714,-0.222808
36.020,1.081908,1.127676,1.200328,1.325170,1.144886,1.009849,0.920596,0.875421,0.835155,0.818002,0.819813,0.824015,0.859033,0.917708,0.772253,0.649657,0.575358,0.521876,0.481656,0.461521,0.453305,0.438393,0.453661,0.471665,0.490660,0.529245,0.592937,0.682640,0.815140,0.751763,0.715173,0.692564,0.691422,0.689625,0.715251,0.753524,0.806362,0.885365,1.010362,1.213084,1.194591,1.124450,1.069057,1.055989,1.058392,0.243707,0.284674,0.415848,0.150000,0.000000,0.332592,-0.071377,-0.222808
36.040,1.079815,1.132173,1.205368,1.318794,1.147559,1.017374,0.921797,0.885331,0.842706,0.824712,0.819195,0.827402,0.854201,0.918346,0.765085,0.653091,0.567674,0.517566,0.490070,0.464570,0.458129,0.442346,0.452945,0.482342,0.493259,0.529542,0.597012,0.678158,0.806734,0.751386,0.709733,0.691042,0.679839,0.692745,0.707454,0.742058,0.794695,0.879622,1.015710,1.203122,1.181476,1.116856,1.068407,1.056912,1.057200,0.246457,0.285886,0.414553,0.150000,0.000000,0.335518,-0.072040,-0.222808
36.060,1.085509,1.140062,1.212632,1.327943,1.137317,1.022859,0.935560,0.874140,0.837011,0.821909,0.818849,0.834340,0.862692,0.919458,0.761347,0.642119,0.560511,0.510488,0.478110,0.460108,0.443996,0.446602,0.449919,0.470220,0.487954,0.525029,0.589739,0.670559,0.791902,0.764561,0.716011,0.686984,0.686507,0.685510,0.702603,0.752292,0.800980,0.876446,1.000794,1.203543,1.186324,1.119780,1.084556,1.059604,1.066353,0.249206,0.287099,0.415848,0.150000,0.000000,0.338444,-0.072703,-0.222807
36.080,1.082134,1.138702,1.220456,1.331617,1.139580,1.016392,0.935788,0.870193,0.837506,0.823374,0.819224,0.828701,0.860391,0.919327,0.754318,0.635524,0.551183,0.506246,0.472631,0.455911,0.440740,0.440249,0.444789,0.470098,0.487222,0.524119,0.592877,0.666433,0.807530,0.753833,0.702742,0.685132,0.679802,0.682549,0.718677,0.749108,0.794140,0.878757,1.005597,1.196185,1.187696,1.112318,1.071731,1.064490,1.069604,0.251956,0.288311,0.414553,0.150000,0.000000,0.341370,-0.073366,-0.222807
36.100,1.089624,1.141836,1.214420,1.336484,1.146634,1.013458,0.931011,0.864470,0.841187,0.823630,0.818207,0.831819,0.867281,0.917716,0.746645,0.639531,0.553626,0.509350,0.472290,0.454651,0.440095,0.437623,0.438726,0.459326,0.487505,0.520247,0.580360,0.675575,0.799539,0.747896,0.714764,0.685155,0.680128,0.684911,0.710178,0.745733,0.798460,0.882482,1.007505,1.208318,1.190404,1.123566,1.090558,1.069882,1.068349,0.254706,0.289523,0.415848,0.150000,0.000000,0.344296,-0.074029,-0.222807
36.120,1.103557,1.139251,1.211808,1.342647,1.146803,1.027632,0.932212,0.875890,0.833284,0.825457,0.813522,0.826688,0.863937,0.917520,0.750384,0.631305,0.553483,0.504742,0.476234,0.446377,0.435639,0.432622,0.436847,0.456080,0.478042,0.511673,0.577211,0.669003,0.816667,0.754814,0.716643,0.685000,0.680887,0.693211,0.706126,0.739853,0.795659,0.889309,1.000177,1.204564,1.198015,1.131128,1.080829,1.074818,1.065192,0.257455,0.290735,0.414553,0.150000,0.000000,0.347222,-0.074692,-0.222807
36.140,1.100993,1.152060,1.228702,1.344344,1.145710,1.014045,0.935780,0.873642,0.846595,0.825743,0.824161,0.829840,0.857321,0.932697,0.738128,0.629465,0.541894,0.497282,0.461772,0.444407,0.435047,0.428398,0.429824,0.445497,0.484040,0.517616,0.569824,0.659976,0.809360,0.746913,0.709378,0.686759,0.680544,0.680270,0.701912,0.751483,0.793425,0.886342,1.001747,1.190369,1.193318,1.134102,1.090535,1.075899,1.074939,0.260205,0.291947,0.415848,0.150000,0.000000,0.350148,-0.075355,-0.222807
36.160,1.102244,1.147650,1.230288,1.343345,1.142056,1.022584,0.939941,0.875710,0.844533,0.824689,0.819241,0.830849,0.869976,0.924114,0.736990,0.618863,0.543204,0.491502,0.462222,0.440888,0.411860,0.425793,0.428517,0.445754,0.467021,0.511147,0.571949,0.664396,0.814035,0.742493,0.705710,0.683515,0.674855,0.689726,0.709199,0.740281,0.792211,0.865652,1.000710,1.195522,1.196457,1.138467,1.089560,1.070260,1.070236,0.262955,0.293159,0.414553,0.150000,0.000000,0.353074,-0.076018,-0.222807
36.180,1.107249,1.171938,1.234898,1.348336,1.141609,1.019123,0.936796,0.874236,0.845502,0.817893,0.820592,0.836120,0.880947,0.917521,0.732414,0.614390,0.547108,0.495766,0.462180,0.434894,0.418754,0.419396,0.429174,0.460093,0.466405,0.502850,0.565804,0.652193,0.799596,0.743444,0.709024,0.686743,0.685096,0.680507,0.706469,0.753323,0.788043,0.879759,0.995687,1.197087,1.211964,1.140157,1.090111,1.083390,1.070789,0.265704,0.294371,0.415848,0.150000,0.000000,0.356000,-0.076680,-0.222807
36.200,1.111334,1.165262,1.229654,1.356278,1.144745,1.019543,0.933168,0.881291,0.849120,0.826895,0.823648,0.832803,0.861933,0.915102,0.719261,0.608249,0.540964,0.489329,0.460425,0.436596,0.421040,0.429648,0.428183,0.440360,0.452863,0.508498,0.555403,0.647020,0.794536,0.749005,0.707690,0.687007,0.680260,0.687673,0.709623,0.737820,0.804756,0.871158,1.012785,1.191778,1.215232,1.144444,1.086637,1.079805,1.076207,0.268454,0.295583,0.414553,0.000000,-1.000000,0.358926,-0.077343,-0.222807
36.220,1.111288,1.171513,1.247802,1.322344,1.120971,1.022673,0.925380,0.889811,0.843004,0.818625,0.825491,0.828903,0.876565,0.896570,0.709502,0.605764,0.524987,0.479562,0.458936,0.424646,0.419365,0.419574,0.425735,0.443987,0.471920,0.509661,0.565514,0.650751,0.803005,0.746253,0.709883,0.686932,0.678780,0.676708,0.706551,0.739172,0.803751,0.877852,1.016155,1.212169,1.209469,1.138326,1.094002,1.071719,1.083465,0.268359,0.295543,0.395124,0.000000,-1.000000,0.359589,-0.077442,-0.235729
36.240,1.121822,1.175541,1.262541,1.314935,1.104646,1.004850,0.917083,0.865747,0.832520,0.827729,0.821711,0.844704,0.881485,0.856787,0.689211,0.596097,0.519809,0.485205,0.451570,0.432773,0.423202,0.419895,0.420718,0.451566,0.466454,0.520611,0.576510,0.667204,0.791784,0.730471,0.703374,0.682281,0.682339,0.683504,0.714809,0.756211,0.807913,0.900531,1.038583,1.248891,1.201364,1.137318,1.098041,1.089129,1.091830,0.268455,0.295582,0.375695,0.000000,-1.000000,0.359743,-0.077480,-0.255555
36.260,1.122344,1.181086,1.282714,1.281805,1.097601,0.991559,0.907700,0.862470,0.838941,0.817520,0.826880,0.835921,0.885768,0.828427,0.677280,0.584544,0.523324,0.479470,0.459175,0.418954,0.424993,0.410477,0.423172,0.447487,0.479720,0.520144,0.576836,0.699133,0.772450,0.724676,0.695846,0.684257,0.679062,0.687251,0.723124,0.762133,0.818882,0.923191,1.066886,1.263638,1.182519,1.124461,1.090268,1.081137,1.086991,0.268455,0.295582,0.354971,0.000000,-1.000000,0.359741,-0.077480,-0.273562
36.280,1.135698,1.203773,1.288100,1.260759,1.073296,0.981653,0.906364,0.849623,0.831933,0.818240,0.828852,0.855631,0.890879,0.805855,0.656782,0.571620,0.498785,0.467756,0.442384,0.436302,0.421585,0.415892,0.428457,0.441133,0.480878,0.518339,0.592984,0.710418,0.774302,0.737214,0.702829,0.676803,0.685961,0.699622,0.726559,0.763785,0.829585,0.942339,1.090188,1.249682,1.174320,1.125363,1.085322,1.078816,1.099478,0.268357,0.295546,0.335542,0.000000,-1.000000,0.359737,-0.077480,-0.291561
36.300,1.134558,1.209424,1.298457,1.214647,1.055583,0.970937,0.890769,0.850761,0.825686,0.812700,0.819995,0.845032,0.896926,0.772937,0.648780,0.562503,0.508322,0.466488,0.449175,0.419417,0.423312,0.417979,0.432636,0.462498,0.495802,0.533644,0.602249,0.717711,0.753159,0.723680,0.693250,0.688576,0.686179,0.692484,0.725789,0.777774,0.840766,0.966854,1.109589,1.237872,1.175257,1.115294,1.093059,1.075486,1.090676,0.268455,0.295580,0.316114,0.000000,-1.000000,0.359732,-0.077481,-0.309569
36.320,1.144671,1.217800,1.324112,1.204257,1.043185,0.943503,0.889787,0.837192,0.826094,0.818671,0.822881,0.865025,0.899730,0.763670,0.634448,0.546976,0.498088,0.456686,0.435523,0.417206,0.419059,0.422993,0.431346,0.462043,0.489149,0.539489,0.613979,0.726946,0.733271,0.721471,0.691706,0.676076,0.675907,0.702529,0.738249,0.780853,0.855975,0.977493,1.147875,1.224581,1.156544,1.107593,1.084200,1.080263,1.107525,0.268455,0.295580,0.295390,0.000000,-1.000000,0.359728,-0.077481,-0.327582
36.340,1.163548,1.233208,1.345510,1.182633,1.027221,0.956498,0.877767,0.841712,0.830138,0.815860,0.825027,0.854164,0.910660,0.743207,0.621322,0.544412,0.490353,0.450442,0.429826,0.424510,0.420215,0.424648,0.432034,0.458953,0.495225,0.543145,0.628896,0.760331,0.757661,0.723982,0.685506,0.685155,0.684546,0.699945,0.742134,0.797359,0.870335,0.994678,1.178038,1.217496,1.149626,1.091742,1.087664,1.085356,1.096672,0.268455,0.295580,0.274666,0.000000,-1.000000,0.359724,-0.077482,-0.345598
36.360,1.164108,1.249279,1.348196,1.166869,1.012567,0.929910,0.880759,0.846334,0.822338,0.814977,0.835333,0.871444,0.901060,0.720049,0.609054,0.534748,0.489108,0.450591,0.432794,0.424120,0.424090,0.425620,0.434931,0.463512,0.498158,0.559471,0.636008,0.786437,0.734547,0.722218,0.687305,0.687381,0.689356,0.704475,0.743361,0.820808,0.882898,1.017997,1.207879,1.205216,1.139290,1.101328,1.081244,1.087909,1.116637,0.268355,0.295553,0.255237,0.150000,0.000000,0.359720,-0.077483,-0.363616
36.380,1.170955,1.254746,1.338758,1.154155,0.997862,0.939078,0.879505,0.836295,0.821514,0.810287,0.834928,0.866869,0.895401,0.721552,0.604431,0.530148,0.475649,0.449721,0.428588,0.416000,0.409130,0.414883,0.431992,0.476008,0.500917,0.557240,0.642223,0.781945,0.741436,0.713983,0.690520,0.687592,0.687499,0.706756,0.742122,0.812077,0.887356,1.015996,1.215598,1.195764,1.161372,1.106679,1.092780,1.081841,1.112794,0.271363,0.296337,0.255237,0.150000,0.000000,0.362136,-0.078404,-0.368309
