timestamp,range_0,range_8,range_16,range_24,range_32,range_40,range_48,range_56,range_64,range_72,range_80,range_88,range_96,range_104,range_112,range_120,range_128,range_136,range_144,range_152,range_160,range_168,range_176,range_184,range_192,range_200,range_208,range_216,range_224,range_232,range_240,range_248,range_256,range_264,range_272,range_280,range_288,range_296,range_304,range_312,range_320,range_328,range_336,range_344,range_352,odom_x,odom_y,odom_theta,v,w,gt_x,gt_y,gt_theta
8.580,0.302035,0.345999,0.413192,0.532705,0.807109,0.817785,0.817944,0.831069,0.844841,0.899449,0.955509,1.047184,1.222265,1.451393,1.419594,1.337509,1.286261,1.285287,1.284291,1.309984,1.376066,1.382071,1.145784,0.945604,0.845103,0.774778,0.716297,0.688749,0.666860,0.677111,0.693852,0.673015,0.496759,0.400717,0.328936,0.278260,0.259896,0.257302,0.236192,0.232712,0.226952,0.234806,0.237920,0.253063,0.270568,0.084702,-0.495986,0.959780,0.000000,1.000000,0.090262,-0.500622,0.856005
8.600,0.285504,0.332744,0.407264,0.522237,0.749405,0.836030,0.820682,0.828075,0.851984,0.893710,0.942683,1.033407,1.189328,1.407406,1.429441,1.353639,1.293684,1.276899,1.272638,1.305270,1.369605,1.434862,1.144726,0.958924,0.857702,0.774688,0.725925,0.690474,0.679744,0.685836,0.680160,0.713342,0.509498,0.399216,0.335948,0.289793,0.268301,0.243060,0.228436,0.186571,0.210076,0.238468,0.236780,0.247172,0.269307,0.084702,-0.495986,0.980504,0.000000,1.000000,0.090281,-0.500599,0.874365
8.620,0.293029,0.337389,0.395559,0.494539,0.716005,0.829468,0.825770,0.827211,0.853094,0.883447,0.943537,1.030210,1.175062,1.380488,1.458532,1.362264,1.302987,1.272326,1.276721,1.297140,1.346094,1.423465,1.200652,0.985934,0.865102,0.799168,0.730214,0.695536,0.675053,0.677786,0.678407,0.715788,0.532257,0.409115,0.335894,0.290205,0.268368,0.245969,0.229072,0.228112,0.238957,0.227363,0.234273,0.245946,0.273356,0.084759,-0.495899,0.999933,0.000000,1.000000,0.090278,-0.500601,0.892354
8.640,0.287451,0.331044,0.384652,0.479862,0.679922,0.841351,0.811803,0.821696,0.845956,0.882371,0.919901,1.008862,1.161618,1.348087,1.463071,1.363485,1.303997,1.275411,1.273873,1.294989,1.344148,1.412280,1.232049,1.009112,0.874088,0.799184,0.738628,0.703314,0.689932,0.671984,0.687597,0.703773,0.547413,0.433686,0.351708,0.299803,0.271726,0.248589,0.243214,0.218488,0.225847,0.224869,0.228622,0.247711,0.259516,0.084704,-0.495987,1.019362,0.000000,1.000000,0.090275,-0.500602,0.910345
8.660,0.278425,0.320510,0.367477,0.471807,0.639304,0.842417,0.822678,0.823233,0.840764,0.883712,0.926629,0.993066,1.141722,1.316537,1.476950,1.379526,1.305412,1.275429,1.276660,1.290237,1.337874,1.412219,1.235119,1.010430,0.882812,0.806435,0.743531,0.694714,0.690378,0.692419,0.689026,0.706182,0.576650,0.435186,0.349260,0.303424,0.271375,0.254888,0.240488,0.229777,0.231851,0.220841,0.227884,0.246959,0.261387,0.084704,-0.495987,1.040086,0.000000,1.000000,0.090273,-0.500603,0.928339
8.680,0.288283,0.324902,0.364662,0.462114,0.607462,0.853295,0.820777,0.821243,0.841754,0.869811,0.911104,0.983499,1.117902,1.296683,1.490378,1.391566,1.322902,1.284605,1.268232,1.289690,1.334741,1.387962,1.270263,1.040981,0.908895,0.815389,0.751377,0.713968,0.688497,0.681541,0.672784,0.694189,0.604651,0.442416,0.354120,0.308485,0.287140,0.257396,0.224448,0.238075,0.229293,0.222811,0.229521,0.240638,0.251903,0.084755,-0.495897,1.059515,0.000000,1.000000,0.090270,-0.500604,0.946333
8.700,0.264798,0.303596,0.355725,0.442480,0.585432,0.846270,0.827361,0.820269,0.842703,0.857390,0.911009,0.986239,1.109948,1.260320,1.525374,1.401314,1.316853,1.280762,1.269078,1.290413,1.327705,1.375703,1.302880,1.064973,0.921678,0.822842,0.767105,0.704991,0.681018,0.673854,0.685320,0.690939,0.626443,0.460836,0.374207,0.310193,0.274476,0.246981,0.240420,0.222401,0.216260,0.235534,0.230321,0.232002,0.245406,0.084705,-0.495988,1.078943,0.150000,0.000000,0.090268,-0.500604,0.964328
8.720,0.293423,0.311504,0.360143,0.441593,0.587745,0.856890,0.825735,0.814629,0.838439,0.863527,0.910154,0.987624,1.105577,1.268434,1.512152,1.399560,1.328531,1.283121,1.273944,1.278787,1.319634,1.383419,1.340552,1.065248,0.918798,0.821532,0.766364,0.699425,0.694389,0.684204,0.680390,0.694587,0.618955,0.476252,0.369455,0.318062,0.281461,0.263644,0.245845,0.224988,0.231785,0.223329,0.228626,0.242423,0.247464,0.086123,-0.493338,1.080239,0.150000,0.000000,0.091975,-0.498513,0.964436
8.740,0.288425,0.312588,0.369823,0.448548,0.604348,0.855702,0.835195,0.818261,0.851271,0.868299,0.913500,0.988128,1.104628,1.260318,1.510278,1.397874,1.325187,1.275273,1.276284,1.276779,1.326487,1.386569,1.335890,1.049331,0.915904,0.836101,0.752976,0.715804,0.662244,0.679944,0.678189,0.692779,0.629179,0.466837,0.373301,0.319338,0.286744,0.256755,0.240710,0.232642,0.233307,0.223453,0.236592,0.240765,0.260648,0.087540,-0.490689,1.078943,0.150000,0.000000,0.093686,-0.496045,0.964429
8.760,0.286170,0.321694,0.373895,0.450176,0.599568,0.855317,0.830158,0.831781,0.839760,0.867345,0.906915,0.977539,1.104273,1.263805,1.507497,1.396154,1.320510,1.279405,1.262312,1.270451,1.323008,1.384244,1.296169,1.058184,0.905613,0.820099,0.748784,0.696990,0.694200,0.676002,0.675131,0.692181,0.632403,0.474760,0.379938,0.317788,0.284897,0.266342,0.236644,0.249438,0.239598,0.236796,0.233565,0.242116,0.263341,0.088958,-0.488039,1.080239,0.150000,0.000000,0.095398,-0.493578,0.964423
8.780,0.297233,0.319617,0.371490,0.463190,0.616333,0.860737,0.841611,0.836887,0.842143,0.864795,0.908801,0.994330,1.106412,1.275278,1.497226,1.388164,1.325412,1.270062,1.264982,1.278429,1.311938,1.381301,1.326517,1.058999,0.902483,0.831131,0.750239,0.697815,0.657150,0.682968,0.666833,0.677766,0.655415,0.490637,0.381674,0.322258,0.294463,0.272331,0.247676,0.230509,0.234639,0.254962,0.241188,0.240891,0.253222,0.090375,-0.485389,1.078943,0.150000,0.000000,0.097109,-0.491111,0.964418
8.800,0.283943,0.328603,0.372130,0.458661,0.612886,0.859594,0.840191,0.834353,0.842851,0.880096,0.921273,0.980358,1.103881,1.277353,1.494894,1.392276,1.318278,1.281769,1.270449,1.276654,1.316367,1.366385,1.320017,1.055738,0.909444,0.810312,0.758579,0.693326,0.664773,0.671530,0.674903,0.690261,0.655141,0.477246,0.378941,0.324933,0.300994,0.260055,0.245515,0.246605,0.242740,0.232346,0.241282,0.251135,0.267249,0.091792,-0.482740,1.080239,0.150000,0.000000,0.098821,-0.488644,0.964415
8.820,0.293041,0.332964,0.387464,0.469966,0.616867,0.859981,0.846413,0.831959,0.846906,0.865996,0.915626,0.984199,1.115074,1.282604,1.494028,1.388077,1.316716,1.270382,1.263281,1.268261,1.306749,1.372293,1.320490,1.038213,0.910921,0.812357,0.740910,0.702315,0.680831,0.652663,0.669429,0.684952,0.674143,0.483360,0.383927,0.327014,0.299699,0.272960,0.253526,0.231135,0.237262,0.230633,0.238257,0.259106,0.270588,0.093210,-0.480090,1.078943,0.000000,1.000000,0.100531,-0.486178,0.964412
8.840,0.292148,0.330799,0.374398,0.447425,0.590408,0.855532,0.837144,0.834024,0.842496,0.873984,0.913525,0.988549,1.091098,1.255687,1.505833,1.399208,1.318529,1.268573,1.270054,1.267828,1.300948,1.353501,1.360776,1.054367,0.920681,0.837338,0.752100,0.707639,0.677288,0.670205,0.660821,0.680557,0.696931,0.505693,0.396659,0.340782,0.299135,0.269272,0.259195,0.239592,0.238338,0.240918,0.242331,0.250173,0.267869,0.093210,-0.480090,1.099667,0.000000,1.000000,0.100583,-0.485852,0.981334
8.860,0.282302,0.334057,0.367234,0.436291,0.579493,0.823534,0.839395,0.822021,0.847665,0.865824,0.909541,0.961870,1.088974,1.238479,1.468428,1.407525,1.327804,1.285533,1.260352,1.266840,1.298703,1.344249,1.400673,1.079419,0.934905,0.837088,0.757048,0.704315,0.677411,0.674160,0.674553,0.669870,0.704634,0.518111,0.405155,0.345105,0.311478,0.282256,0.254021,0.243881,0.242850,0.231285,0.240173,0.248580,0.268277,0.093210,-0.480090,1.120391,0.000000,1.000000,0.100580,-0.485855,0.999319
8.880,0.283155,0.309100,0.356554,0.427071,0.544034,0.782071,0.857123,0.838526,0.839448,0.861335,0.893460,0.955717,1.065976,1.210266,1.427261,1.428055,1.332826,1.279700,1.263944,1.260200,1.298381,1.345203,1.414267,1.103665,0.953938,0.842881,0.764477,0.715291,0.665811,0.669544,0.670183,0.670035,0.701769,0.538172,0.420967,0.351261,0.307488,0.284908,0.269427,0.262400,0.242752,0.223692,0.239127,0.252295,0.264215,0.093166,-0.480184,1.139820,0.000000,1.000000,0.100577,-0.485857,1.017308
8.900,0.284193,0.313230,0.357513,0.417877,0.539123,0.734727,0.854709,0.835877,0.831429,0.859356,0.893298,0.941721,1.052374,1.190560,1.396490,1.441476,1.353000,1.280778,1.262578,1.262586,1.293081,1.334635,1.402330,1.133313,0.968314,0.865527,0.780137,0.716255,0.684002,0.657932,0.659712,0.669804,0.694452,0.561557,0.431392,0.360620,0.312812,0.285772,0.257745,0.262976,0.240989,0.245973,0.233795,0.241709,0.260057,0.093208,-0.480089,1.159249,0.000000,1.000000,0.100575,-0.485859,1.035299
8.920,0.271914,0.306668,0.347132,0.405703,0.510873,0.692893,0.854804,0.831828,0.844642,0.853545,0.884899,0.948426,1.041311,1.166173,1.372065,1.457594,1.356352,1.289509,1.269939,1.260371,1.285238,1.321134,1.390334,1.183221,0.987104,0.868626,0.780736,0.714627,0.675282,0.680139,0.653955,0.671551,0.687098,0.574863,0.438945,0.366974,0.318467,0.276244,0.269243,0.250177,0.244925,0.236090,0.241748,0.249607,0.255727,0.093208,-0.480089,1.179973,0.000000,1.000000,0.100572,-0.485860,1.053292
8.940,0.273345,0.297146,0.341099,0.396422,0.500828,0.672090,0.857826,0.844002,0.835572,0.849767,0.893218,0.930032,1.030806,1.147756,1.331447,1.464212,1.357032,1.313982,1.276175,1.263803,1.284268,1.314876,1.377799,1.200406,1.005675,0.897458,0.801964,0.725105,0.672694,0.667759,0.652167,0.663784,0.687455,0.628766,0.451517,0.389801,0.329614,0.291529,0.266952,0.249621,0.237257,0.236977,0.248319,0.238279,0.254376,0.093208,-0.480089,1.200697,0.000000,1.000000,0.100570,-0.485861,1.071285
8.960,0.279856,0.292860,0.326911,0.383743,0.476118,0.636054,0.859160,0.846461,0.850957,0.847121,0.873262,0.931054,1.016091,1.123308,1.309134,1.481601,1.377263,1.311403,1.274552,1.261573,1.278116,1.308175,1.382430,1.220687,1.029930,0.907384,0.810795,0.736093,0.682611,0.680542,0.657327,0.659810,0.688420,0.631372,0.466065,0.370810,0.324011,0.301000,0.259263,0.246574,0.239479,0.238263,0.244505,0.232527,0.245245,0.093208,-0.480089,1.218830,0.000000,1.000000,0.100568,-0.485862,1.089279
8.980,0.270321,0.289005,0.317456,0.376246,0.453441,0.613449,0.871629,0.839163,0.843165,0.848156,0.875984,0.917772,1.008099,1.108408,1.276761,1.505803,1.383413,1.315065,1.269975,1.258400,1.279928,1.298068,1.375648,1.278009,1.043920,0.927515,0.823239,0.736625,0.681330,0.683743,0.656614,0.666348,0.685134,0.688450,0.480341,0.388861,0.333429,0.288983,0.268514,0.238169,0.245702,0.255702,0.239834,0.242569,0.248183,0.093208,-0.480089,1.239554,0.000000,1.000000,0.100565,-0.485862,1.107272
9.000,0.264139,0.290837,0.324730,0.372141,0.445181,0.579139,0.865373,0.844072,0.840283,0.838744,0.865845,0.909092,0.994953,1.100157,1.252968,1.504113,1.404741,1.323822,1.284610,1.261302,1.269863,1.301748,1.367056,1.291460,1.078082,0.921335,0.812760,0.746278,0.705646,0.662299,0.665243,0.665324,0.683132,0.699517,0.485859,0.393146,0.343371,0.299966,0.271428,0.241575,0.241288,0.229252,0.231675,0.246613,0.250961,0.093208,-0.480089,1.260278,0.000000,1.000000,0.100563,-0.485863,1.125265
9.020,0.265899,0.273795,0.301512,0.362567,0.434822,0.561507,0.800894,0.849730,0.834868,0.848909,0.859257,0.899159,0.979162,1.076973,1.235061,1.462778,1.417184,1.333006,1.294539,1.264141,1.273643,1.296824,1.344831,1.325341,1.099801,0.933575,0.836871,0.758730,0.713512,0.683382,0.667479,0.656583,0.673253,0.705866,0.513457,0.405990,0.345612,0.306292,0.270869,0.260563,0.245479,0.242119,0.230776,0.245476,0.242330,0.093177,-0.480188,1.279707,0.000000,1.000000,0.100561,-0.485863,1.143257
9.040,0.257799,0.278999,0.304180,0.348503,0.425649,0.531557,0.755727,0.850385,0.840194,0.847156,0.860352,0.898884,0.978851,1.067837,1.211039,1.423065,1.420992,1.341581,1.299974,1.265832,1.267484,1.286401,1.333088,1.375300,1.119731,0.977633,0.839099,0.756106,0.707592,0.677634,0.656476,0.659848,0.668157,0.696441,0.530900,0.414958,0.359336,0.309157,0.272230,0.260100,0.248898,0.238170,0.241629,0.244975,0.248665,0.093206,-0.480089,1.299136,0.000000,1.000000,0.100559,-0.485863,1.161249
9.060,0.253312,0.272485,0.304928,0.350726,0.407211,0.519861,0.726045,0.851811,0.841305,0.843453,0.854149,0.887918,0.964139,1.055923,1.184818,1.388431,1.439276,1.349652,1.298445,1.262872,1.277181,1.285731,1.322796,1.425572,1.147297,0.972192,0.843680,0.763253,0.719074,0.683442,0.663461,0.663823,0.668420,0.683824,0.551785,0.432923,0.370358,0.307688,0.271123,0.255567,0.256360,0.246149,0.232237,0.230360,0.241706,0.093206,-0.480089,1.319860,0.000000,1.000000,0.100556,-0.485863,1.179239
9.080,0.248174,0.271824,0.299086,0.333784,0.404348,0.497095,0.683350,0.858152,0.844949,0.842156,0.857040,0.897761,0.951333,1.034540,1.169463,1.363310,1.453494,1.368073,1.309650,1.276404,1.272056,1.277021,1.331508,1.407600,1.178730,1.014994,0.877746,0.772467,0.725166,0.682717,0.660951,0.654132,0.671245,0.683943,0.575419,0.449918,0.369197,0.310709,0.284525,0.258668,0.246398,0.238838,0.229591,0.237630,0.238061,0.093206,-0.480089,1.340584,0.000000,1.000000,0.100554,-0.485863,1.197229
9.100,0.253299,0.282088,0.300459,0.331370,0.387727,0.485278,0.659683,0.854904,0.857148,0.840038,0.853353,0.884077,0.948373,1.026274,1.152976,1.337190,1.474366,1.367808,1.308450,1.273173,1.267829,1.275178,1.315952,1.402445,1.201952,1.030696,0.885641,0.773530,0.721330,0.690991,0.661092,0.657093,0.668639,0.678007,0.594885,0.459731,0.380547,0.316463,0.296430,0.265553,0.251467,0.234724,0.239214,0.235718,0.235751,0.093206,-0.480089,1.358717,0.000000,1.000000,0.100552,-0.485862,1.215218
9.120,0.256101,0.266755,0.291632,0.329367,0.378690,0.471842,0.626969,0.867886,0.854421,0.836934,0.853311,0.877404,0.934432,1.009226,1.132232,1.311510,1.489133,1.386083,1.314189,1.278102,1.274529,1.277615,1.313992,1.381976,1.239151,1.047611,0.890735,0.789491,0.712260,0.706171,0.662617,0.655077,0.655792,0.669884,0.605841,0.469138,0.394148,0.319789,0.284511,0.270004,0.247519,0.232030,0.237400,0.237267,0.240010,0.093206,-0.480089,1.379441,0.000000,1.000000,0.100550,-0.485862,1.233207
9.140,0.242556,0.257248,0.286342,0.315813,0.380282,0.461083,0.601859,0.872786,0.858662,0.840823,0.840222,0.879816,0.927393,1.005822,1.114988,1.275518,1.497411,1.395195,1.330509,1.282659,1.267242,1.273356,1.298331,1.371493,1.265808,1.083009,0.906515,0.793794,0.731141,0.715072,0.669805,0.663143,0.664007,0.674831,0.634116,0.482842,0.397067,0.331832,0.295096,0.252801,0.257157,0.247301,0.230914,0.235393,0.240663,0.093206,-0.480089,1.400165,0.000000,1.000000,0.100548,-0.485862,1.251195
9.160,0.242313,0.249532,0.281397,0.311194,0.356849,0.439906,0.571458,0.841963,0.856713,0.848143,0.841539,0.875973,0.923653,0.988059,1.092901,1.256559,1.510266,1.407153,1.326915,1.282813,1.275865,1.268233,1.293965,1.374059,1.309709,1.069256,0.916771,0.818325,0.742285,0.696758,0.671838,0.653739,0.659980,0.666902,0.666219,0.502673,0.409108,0.338037,0.297981,0.265558,0.253087,0.246125,0.238689,0.233184,0.241083,0.093189,-0.480191,1.419594,0.000000,1.000000,0.100546,-0.485862,1.269182
9.180,0.258106,0.265556,0.278480,0.313815,0.359126,0.423951,0.542488,0.801040,0.848066,0.841085,0.842702,0.868821,0.915466,0.976322,1.084862,1.234073,1.457475,1.421530,1.348296,1.283008,1.267784,1.260626,1.301706,1.347176,1.352164,1.096510,0.949641,0.805852,0.742869,0.711019,0.672238,0.663148,0.662348,0.666974,0.708977,0.510167,0.409530,0.344811,0.295121,0.267041,0.257727,0.242837,0.238821,0.237080,0.233647,0.093204,-0.480088,1.439023,0.000000,1.000000,0.100544,-0.485862,1.287168
9.200,0.240542,0.252859,0.278226,0.301422,0.342459,0.412199,0.530525,0.753539,0.854158,0.842648,0.846079,0.869627,0.900391,0.970034,1.063764,1.210683,1.420980,1.446220,1.354428,1.297115,1.274425,1.260665,1.280421,1.342387,1.393135,1.156470,0.951474,0.832082,0.751277,0.708778,0.677542,0.668403,0.660607,0.656902,0.717699,0.534600,0.419986,0.352124,0.299303,0.276268,0.255930,0.237786,0.234184,0.236923,0.234410,0.093204,-0.480088,1.459747,0.000000,1.000000,0.100542,-0.485861,1.305155
9.220,0.236065,0.254599,0.273280,0.306941,0.340308,0.406805,0.503156,0.711268,0.862719,0.848599,0.845653,0.858588,0.898799,0.962833,1.043781,1.182307,1.395177,1.444436,1.360610,1.299736,1.272343,1.269328,1.279286,1.338442,1.420726,1.187811,0.966815,0.850800,0.759067,0.725196,0.674522,0.666473,0.655297,0.660725,0.687474,0.564154,0.438941,0.352984,0.310386,0.284564,0.259325,0.252838,0.235948,0.235585,0.231950,0.093204,-0.480088,1.480471,0.000000,1.000000,0.100540,-0.485861,1.323140
9.240,0.238886,0.253745,0.269923,0.304016,0.333137,0.391659,0.498337,0.681729,0.864192,0.842789,0.846371,0.866816,0.895050,0.959979,1.039041,1.160961,1.368084,1.463376,1.368400,1.311673,1.275950,1.268538,1.280516,1.328372,1.401331,1.225174,0.983598,0.859830,0.766185,0.726721,0.682979,0.664524,0.656076,0.660135,0.679279,0.570637,0.459762,0.361991,0.315482,0.277199,0.257093,0.244250,0.235159,0.234884,0.240042,0.093204,-0.480088,1.498604,0.000000,1.000000,0.100538,-0.485861,1.341126
9.260,0.240911,0.241272,0.264205,0.295894,0.329403,0.382482,0.463437,0.641478,0.873185,0.848131,0.845107,0.852122,0.891798,0.944149,1.031667,1.150037,1.335109,1.473477,1.384447,1.312683,1.280897,1.263061,1.276591,1.326626,1.395885,1.253885,1.003422,0.862490,0.771547,0.736180,0.685489,0.664112,0.658407,0.660606,0.684740,0.602628,0.464505,0.367603,0.325659,0.280568,0.262533,0.250597,0.229856,0.233297,0.230923,0.093204,-0.480088,1.519328,0.000000,1.000000,0.100537,-0.485861,1.359111
9.280,0.242311,0.251753,0.269355,0.295626,0.310996,0.375638,0.458015,0.615140,0.868125,0.843134,0.841985,0.851525,0.886309,0.943618,1.009772,1.127633,1.302796,1.509668,1.385758,1.331368,1.278284,1.266192,1.268660,1.322029,1.379053,1.249531,1.037596,0.884548,0.779627,0.733177,0.683862,0.666470,0.655204,0.658768,0.664244,0.630527,0.486120,0.379127,0.325196,0.294419,0.267768,0.247282,0.240454,0.229271,0.236311,0.093204,-0.480088,1.540052,0.150000,0.000000,0.100535,-0.485861,1.377095
9.300,0.237337,0.248572,0.267875,0.294584,0.317613,0.376340,0.460903,0.613110,0.882236,0.856031,0.839596,0.855718,0.886961,0.939996,0.998679,1.121366,1.291032,1.497340,1.391332,1.327012,1.276849,1.260199,1.269485,1.309124,1.372008,1.303858,1.047623,0.879366,0.776614,0.741068,0.693307,0.666687,0.649595,0.654874,0.675506,0.635408,0.482169,0.395748,0.337270,0.292655,0.278026,0.255140,0.233260,0.236071,0.241066,0.093298,-0.477085,1.538757,0.150000,0.000000,0.101015,-0.483533,1.384194
9.320,0.243419,0.253480,0.269477,0.289679,0.323903,0.372564,0.466660,0.618122,0.873423,0.857122,0.849843,0.853667,0.884329,0.935705,1.008731,1.120054,1.303125,1.496378,1.387440,1.318888,1.281487,1.252952,1.273073,1.318544,1.371222,1.264072,1.049610,0.875142,0.778138,0.733684,0.691313,0.668807,0.655831,0.658375,0.678917,0.647003,0.490784,0.383656,0.338925,0.295116,0.261757,0.254622,0.239490,0.244311,0.236556,0.093393,-0.474081,1.540052,0.150000,0.000000,0.101571,-0.480581,1.384191
9.340,0.245994,0.262109,0.276973,0.297183,0.337529,0.387594,0.475949,0.627384,0.874396,0.851630,0.846094,0.861090,0.890093,0.930344,1.007404,1.126046,1.293049,1.498910,1.386767,1.320152,1.274244,1.256986,1.266988,1.306306,1.371748,1.264836,1.051523,0.883350,0.809901,0.735509,0.687951,0.663830,0.655816,0.652871,0.681293,0.662326,0.497176,0.391631,0.330334,0.300011,0.278292,0.252474,0.246831,0.234553,0.244415,0.093482,-0.471181,1.540052,0.150000,0.000000,0.102128,-0.477629,1.384178
9.360,0.255139,0.260226,0.276967,0.303396,0.334087,0.394613,0.481652,0.635923,0.885207,0.849069,0.847497,0.852516,0.885142,0.932468,1.016267,1.133893,1.298558,1.492974,1.379828,1.311329,1.277520,1.255962,1.265116,1.299629,1.371424,1.294042,1.034427,0.882476,0.770573,0.743685,0.683480,0.660897,0.647235,0.648037,0.669672,0.674074,0.516719,0.397319,0.338586,0.308589,0.276644,0.253588,0.252882,0.247450,0.245646,0.093577,-0.468074,1.540052,0.150000,0.000000,0.102684,-0.474678,1.384169
9.380,0.252105,0.254214,0.280464,0.305319,0.339365,0.407476,0.485662,0.646376,0.893351,0.848864,0.843110,0.852758,0.880204,0.942383,1.008744,1.131259,1.292808,1.484812,1.378023,1.309603,1.264749,1.247436,1.264899,1.296416,1.358098,1.263307,1.029561,0.876017,0.775269,0.729478,0.689431,0.659739,0.654039,0.656393,0.672977,0.674966,0.507637,0.412695,0.340780,0.309589,0.265814,0.265755,0.255455,0.251096,0.249468,0.093667,-0.465174,1.540052,0.150000,0.000000,0.103241,-0.471728,1.384162
9.400,0.251045,0.254010,0.281063,0.303731,0.336531,0.400135,0.488924,0.646393,0.882588,0.860410,0.841793,0.860688,0.891905,0.935446,1.010268,1.131392,1.309127,1.484423,1.370898,1.302001,1.272020,1.245742,1.252860,1.305915,1.366882,1.253227,1.029572,0.890606,0.787183,0.725130,0.687456,0.657881,0.652685,0.650084,0.669574,0.676367,0.525239,0.413822,0.351119,0.307271,0.285855,0.272368,0.259851,0.250145,0.254523,0.093762,-0.462067,1.540052,0.150000,0.000000,0.103798,-0.468778,1.384157
9.420,0.270227,0.272444,0.283157,0.310260,0.357974,0.410564,0.498060,0.658921,0.869920,0.857950,0.843807,0.861314,0.895788,0.933824,1.020145,1.125721,1.298540,1.481094,1.380650,1.302857,1.263904,1.241780,1.251650,1.296309,1.358269,1.297885,1.033334,0.889569,0.785261,0.732971,0.676452,0.662103,0.655076,0.647364,0.667495,0.690933,0.529007,0.424083,0.353306,0.312058,0.293136,0.272973,0.265482,0.252695,0.252073,0.093851,-0.459167,1.540052,0.150000,0.000000,0.104355,-0.465829,1.384154
